name,city,swift_code
"SAGEMCOM S.A.S.","RUEIL MALMAISON","SGEOFRPP"
"SAMSIC","CESSON SEVIGNE","SAMSFR22"
"SANOFI PASTEUR MSD S.N.C.","LYON","SNOFFR2L"
"SANOFI SA","PARIS","SAAVFRPP"
"SANOFI SA","PARIS","SANXFRPP"
"SAS LE CREUSET","FRESNOY LE GRAND","SATEFR22"
"SBM DEVELOPPEMENT","ECULLY","SBMDFR22"
"SCOR INVESTMENT PARTNERS","PARIS","SCGIFRPP"
"SCOR SE","PARIS","SCTYFRPP"
"SCORPIUS S.A.S.","CHATOU","SOPUFR22"
"SEB S.A.","ECULLY","SKSAFR22"
"SECHE ENVIRONNEMENT","CHANGE","SEENFR22"
"SEDIVER S.A.S.","NANTERRE","SDVRFRPP"
"SENOBLE","JOUY","SENOFR2P"
"SFIL","ISSY LES MOULINEAUX","SFILFRPP"
"SG OPTION EUROPE S.A.","PUTEAUX","SGOEFRPP"
"SGD SA","PUTEAUX","SGDSFR22"
"SIACI SAINT HONORE SAS","PARIS","SSHOFRPP"
"SICAME GROUP S.A.S","ARNAC-POMPADOUR","SIUAFR22"
"SINTEX NP","GENAS","SITXFR22"
"SMCP SAS","PARIS","SMCSFRPP"
"SMILE AND PAY","NEUILLY SUR SEINE","SMPAFR22"
"SMRC AUTOMOTIVE MODULES FRANCE SAS","CLAMART","REYDFR22"
"SNCF INTERSERVICES","PARIS","SNINFRPP"
"SNCF MOBILITES","SAINT DENIS","SNCFFRPA"
"SNCF RESEAU","LA PLAINE SAINT DENIS","RFFRFRPP"
"SOCIETE ANONYME DE GESTION DE STOCKS DE SECURITE - SAGESS","RUEIL MALMAISON","SAGKFRPP"
"SOCIETE BIC","CLICHY","SOBCFR2P"
"SOCIETE CENTRALE DE CREDIT MARITIME MUTUEL","PARIS","CCBPFRPPMRT"
"SOCIETE GENERALE","AGEN","SOGEFRPPAGE"
"SOCIETE GENERALE","AIX EN PROVENCE","SOGEFRPPAXP"
"SOCIETE GENERALE","AJACCIO","SOGEFRPPAJA"
"SOCIETE GENERALE","ALBI","SOGEFRPPALB"
"SOCIETE GENERALE","ALENCON","SOGEFRPPALN"
"SOCIETE GENERALE","ALES","SOGEFRPPALE"
"SOCIETE GENERALE","AMIENS","SOGEFRPPAMI"
"SOCIETE GENERALE","ANGERS","SOGEFRPPAGS"
"SOCIETE GENERALE","ANGOULEME","SOGEFRPPANG"
"SOCIETE GENERALE","ANNECY","SOGEFRPPANY"
"SOCIETE GENERALE","ANNEMASSE","SOGEFRPPANS"
"SOCIETE GENERALE","ANTIBES","SOGEFRPPANT"
"SOCIETE GENERALE","ARCACHON","SOGEFRPPARC"
"SOCIETE GENERALE","ARGENTEUIL","SOGEFRPPAGT"
"SOCIETE GENERALE","ARLES","SOGEFRPPARL"
"SOCIETE GENERALE","ARMENTIERES","SOGEFRPPARM"
"SOCIETE GENERALE","ARRAS","SOGEFRPPARR"
"SOCIETE GENERALE","ASNIERES-SUR-SEINE","SOGEFRPPASN"
"SOCIETE GENERALE","AUBERVILLIERS","SOGEFRPPAUB"
"SOCIETE GENERALE","AURILLAC","SOGEFRPPAUR"
"SOCIETE GENERALE","AUXERRE","SOGEFRPPAUX"
"SOCIETE GENERALE","AVIGNON","SOGEFRPPAVI"
"SOCIETE GENERALE","BAR LE DUC","SOGEFRPPBLD"
"SOCIETE GENERALE","BASTIA","SOGEFRPPBAS"
"SOCIETE GENERALE","BAYONNE","SOGEFRPPBAY"
"SOCIETE GENERALE","BEAUMONT SUR OISE","SOGEFRPPBSO"
"SOCIETE GENERALE","BEAUNE","SOGEFRPPBEA"
"SOCIETE GENERALE","BEAUVAIS","SOGEFRPPBEV"
"SOCIETE GENERALE","BELFORT","SOGEFRPPBEF"
"SOCIETE GENERALE","BESANCON","SOGEFRPPBES"
"SOCIETE GENERALE","BETHUNE","SOGEFRPPBET"
"SOCIETE GENERALE","BEZIERS","SOGEFRPPBEZ"
"SOCIETE GENERALE","BLOIS","SOGEFRPPBLO"
"SOCIETE GENERALE","BOBIGNY","SOGEFRPPBOB"
"SOCIETE GENERALE","BONDY","SOGEFRPPBON"
"SOCIETE GENERALE","BORDEAUX","SOGEFRPPBOI"
"SOCIETE GENERALE","BORDEAUX","SOGEFRPPBOP"
"SOCIETE GENERALE","BOULOGNE BILLANCOURT","SOGEFRPPOUE"
"SOCIETE GENERALE","BOULOGNE BILLANCOURT","SOGEFRPPBSS"
"SOCIETE GENERALE","BOULOGNE BILLANCOURT","SOGEFRPPBIL"
"SOCIETE GENERALE","BOULOGNE SUR MER","SOGEFRPPBSM"
"SOCIETE GENERALE","BOURG EN BRESSE","SOGEFRPPBEB"
"SOCIETE GENERALE","BOURG LA REINE","SOGEFRPPBLR"
"SOCIETE GENERALE","BOURGES","SOGEFRPPBOU"
"SOCIETE GENERALE","BOURGOIN JALLIEU","SOGEFRPPBOJ"
"SOCIETE GENERALE","BREST","SOGEFRPPBRE"
"SOCIETE GENERALE","BRIVE LA GAILLARDE","SOGEFRPPBRI"
"SOCIETE GENERALE","BRUNOY","SOGEFRPPBRU"
"SOCIETE GENERALE","CAEN","SOGEFRPPCAE"
"SOCIETE GENERALE","CALAIS","SOGEFRPPCAL"
"SOCIETE GENERALE","CAMBRAI","SOGEFRPPCAM"
"SOCIETE GENERALE","CANNES","SOGEFRPPCAN"
"SOCIETE GENERALE","CARCASSONNE","SOGEFRPPCAR"
"SOCIETE GENERALE","CARPENTRAS","SOGEFRPPCAT"
"SOCIETE GENERALE","CAUDRY","SOGEFRPPCAU"
"SOCIETE GENERALE","CAVAILLON","SOGEFRPPCAV"
"SOCIETE GENERALE","CERGY PONTOISE","SOGEFRPPCGY"
"SOCIETE GENERALE","CHALON SUR SAONE","SOGEFRPPCSS"
"SOCIETE GENERALE","CHALONS EN CHAMPAGNE","SOGEFRPPCSM"
"SOCIETE GENERALE","CHAMBERY","SOGEFRPPCHY"
"SOCIETE GENERALE","CHARLEVILLE-MEZIERES","SOGEFRPPCHM"
"SOCIETE GENERALE","CHARTRES","SOGEFRPPCHS"
"SOCIETE GENERALE","CHATEAU THIERRY","SOGEFRPPCHT"
"SOCIETE GENERALE","CHATEAUROUX","SOGEFRPPCHX"
"SOCIETE GENERALE","CHATOU","SOGEFRPPCHA"
"SOCIETE GENERALE","CHERBOURG-OCTEVILLE","SOGEFRPPCHE"
"SOCIETE GENERALE","CLERMONT FERRAND","SOGEFRPPCLF"
"SOCIETE GENERALE","CLICHY","SOGEFRPPCLI"
"SOCIETE GENERALE","COGNAC","SOGEFRPPCOG"
"SOCIETE GENERALE","COMPIEGNE","SOGEFRPPCOM"
"SOCIETE GENERALE","CONFLANS SAINTE HONORINE","SOGEFRPPCSH"
"SOCIETE GENERALE","COURBEVOIE","SOGEFRPPCIG"
"SOCIETE GENERALE","COURBEVOIE","SOGEFRPPDSE"
"SOCIETE GENERALE","CREIL","SOGEFRPPCRE"
"SOCIETE GENERALE","CREPY EN VALOIS","SOGEFRPPCEV"
"SOCIETE GENERALE","CRETEIL","SOGEFRPPCRT"
"SOCIETE GENERALE","DAX","SOGEFRPPDAX"
"SOCIETE GENERALE","DIEPPE","SOGEFRPPDIE"
"SOCIETE GENERALE","DIGOIN","SOGEFRPPDIG"
"SOCIETE GENERALE","DIJON","SOGEFRPPDIJ"
"SOCIETE GENERALE","DOUAI","SOGEFRPPDOU"
"SOCIETE GENERALE","DRAGUIGNAN","SOGEFRPPDRA"
"SOCIETE GENERALE","DREUX","SOGEFRPPDRX"
"SOCIETE GENERALE","DUNKERQUE","SOGEFRPPDUN"
"SOCIETE GENERALE","ELBEUF","SOGEFRPPELB"
"SOCIETE GENERALE","EPERNAY","SOGEFRPPEPY"
"SOCIETE GENERALE","EPINAL","SOGEFRPPEPI"
"SOCIETE GENERALE","ETAMPES","SOGEFRPPETA"
"SOCIETE GENERALE","EVREUX","SOGEFRPPEVX"
"SOCIETE GENERALE","EVRY","SOGEFRPPEVR"
"SOCIETE GENERALE","FERNEY VOLTAIRE","SOGEFRPPFEV"
"SOCIETE GENERALE","FOIX","SOGEFRPPFOX"
"SOCIETE GENERALE","FONTAINEBLEAU","SOGEFRPPFON"
"SOCIETE GENERALE","FONTENAY SOUS BOIS","SOGEFRPPGAR"
"SOCIETE GENERALE","FONTENAY SOUS BOIS","SOGEFRPPFBM"
"SOCIETE GENERALE","FONTENAY SOUS BOIS","SOGEFRPPHRS"
"SOCIETE GENERALE","FONTENAY SOUS BOIS","SOGEFRPPST2"
"SOCIETE GENERALE","GRANVILLE","SOGEFRPPGRA"
"SOCIETE GENERALE","GRASSE","SOGEFRPPGRS"
"SOCIETE GENERALE","GRAULHET","SOGEFRPPGRL"
"SOCIETE GENERALE","GRENOBLE","SOGEFRPPGRM"
"SOCIETE GENERALE","GRENOBLE","SOGEFRPPGVH"
"SOCIETE GENERALE","HOUILLES","SOGEFRPPHOU"
"SOCIETE GENERALE","HYERES","SOGEFRPPHYE"
"SOCIETE GENERALE","ISSY LES MOULINEAUX","SOGEFRPPILM"
"SOCIETE GENERALE","IVRY SUR SEINE","SOGEFRPPIVS"
"SOCIETE GENERALE","JUVISY SUR ORGE","SOGEFRPPJSO"
"SOCIETE GENERALE","LA REOLE","SOGEFRPPLRE"
"SOCIETE GENERALE","LA ROCHE SUR YON","SOGEFRPPLRY"
"SOCIETE GENERALE","LA ROCHELLE","SOGEFRPPLRO"
"SOCIETE GENERALE","LANGON","SOGEFRPPLGN"
"SOCIETE GENERALE","LAON","SOGEFRPPLAO"
"SOCIETE GENERALE","LAVAL","SOGEFRPPLAV"
"SOCIETE GENERALE","LE HAVRE","SOGEFRPPLHA"
"SOCIETE GENERALE","LE MANS","SOGEFRPPLEM"
"SOCIETE GENERALE","LE RAINCY","SOGEFRPPRAI"
"SOCIETE GENERALE","LENS","SOGEFRPPLEN"
"SOCIETE GENERALE","LES MUREAUX","SOGEFRPPLMX"
"SOCIETE GENERALE","LEVALLOIS PERRET","SOGEFRPPLEP"
"SOCIETE GENERALE","LIBOURNE","SOGEFRPPLIB"
"SOCIETE GENERALE","LILLE","SOGEFRPPLLM"
"SOCIETE GENERALE","LILLE","SOGEFRPPLIN"
"SOCIETE GENERALE","LIMOGES","SOGEFRPPLIM"
"SOCIETE GENERALE","LISIEUX","SOGEFRPPLIS"
"SOCIETE GENERALE","LONGJUMEAU","SOGEFRPPLGJ"
"SOCIETE GENERALE","LONGWY","SOGEFRPPLOG"
"SOCIETE GENERALE","LONS LE SAUNIER","SOGEFRPPLLS"
"SOCIETE GENERALE","LORIENT","SOGEFRPPLOR"
"SOCIETE GENERALE","LOURDES","SOGEFRPPLDS"
"SOCIETE GENERALE","LYON","SOGEFRPPLPA"
"SOCIETE GENERALE","LYON","SOGEFRPPLYE"
"SOCIETE GENERALE","LYON","SOGEFRPPLPD"
"SOCIETE GENERALE","LYON","SOGEFRPPLYO"
"SOCIETE GENERALE","LYON","SOGEFRPPLYP"
"SOCIETE GENERALE","MACON","SOGEFRPPMAN"
"SOCIETE GENERALE","MAISONS LAFFITTE","SOGEFRPPMAL"
"SOCIETE GENERALE","MALAKOFF","SOGEFRPPMON"
"SOCIETE GENERALE","MANTES LA JOLIE","SOGEFRPPMLJ"
"SOCIETE GENERALE","MARIGNANE","SOGEFRPPMRG"
"SOCIETE GENERALE","MARMANDE","SOGEFRPPMAR"
"SOCIETE GENERALE","MARSEILLE","SOGEFRPPMAC"
"SOCIETE GENERALE","MARSEILLE","SOGEFRPPMAP"
"SOCIETE GENERALE","MASSY","SOGEFRPPMPL"
"SOCIETE GENERALE","MAUBEUGE","SOGEFRPPMAU"
"SOCIETE GENERALE","MAZAMET","SOGEFRPPMAZ"
"SOCIETE GENERALE","MEAUX","SOGEFRPPMEX"
"SOCIETE GENERALE","MELUN","SOGEFRPPMEL"
"SOCIETE GENERALE","METZ","SOGEFRPPMTZ"
"SOCIETE GENERALE","MILLAU","SOGEFRPPMIL"
"SOCIETE GENERALE","MONT DE MARSAN","SOGEFRPPMDM"
"SOCIETE GENERALE","MONTARGIS","SOGEFRPPMTG"
"SOCIETE GENERALE","MONTAUBAN","SOGEFRPPMTB"
"SOCIETE GENERALE","MONTBELIARD","SOGEFRPPMOT"
"SOCIETE GENERALE","MONTELIMAR","SOGEFRPPMOR"
"SOCIETE GENERALE","MONTLUCON","SOGEFRPPMOC"
"SOCIETE GENERALE","MONTPELLIER","SOGEFRPPMOP"
"SOCIETE GENERALE","MOULINS SUR ALLIER","SOGEFRPPMSA"
"SOCIETE GENERALE","MULHOUSE","SOGEFRPPMUL"
"SOCIETE GENERALE","NANCY","SOGEFRPPNAY"
"SOCIETE GENERALE","NANTERRE","SOGEFRPPNAN"
"SOCIETE GENERALE","NANTES","SOGEFRPPEDE"
"SOCIETE GENERALE","NANTES","SOGEFRPPOPC"
"SOCIETE GENERALE","NANTES","SOGEFRPPISE"
"SOCIETE GENERALE","NANTES","SOGEFRPPBEN"
"SOCIETE GENERALE","NANTES","SOGEFRPPTIT"
"SOCIETE GENERALE","NANTES","SOGEFRPPNSL"
"SOCIETE GENERALE","NEUILLY SUR SEINE","SOGEFRPPNSS"
"SOCIETE GENERALE","NEVERS","SOGEFRPPNVS"
"SOCIETE GENERALE","NICE","SOGEFRPPNIO"
"SOCIETE GENERALE","NICE","SOGEFRPPNJM"
"SOCIETE GENERALE","NIMES","SOGEFRPPNMS"
"SOCIETE GENERALE","NIORT","SOGEFRPPNIT"
"SOCIETE GENERALE","NOYON","SOGEFRPPNOY"
"SOCIETE GENERALE","NUITS SAINT GEORGES","SOGEFRPPNUI"
"SOCIETE GENERALE","ORLEANS","SOGEFRPPORL"
"SOCIETE GENERALE","PANTIN","SOGEFRPPPAN"
"SOCIETE GENERALE","PARIS","SOGEFRPPAMS"
"SOCIETE GENERALE","PARIS","SOGEFRPPBTI"
"SOCIETE GENERALE","PARIS","SOGEFRPPBTZ"
"SOCIETE GENERALE","PARIS","SOGEFRPPBXL"
"SOCIETE GENERALE","PARIS","SOGEFRPPEFK"
"SOCIETE GENERALE","PARIS","SOGEFRPPFKT"
"SOCIETE GENERALE","PARIS","SOGEFRPPHCM"
"SOCIETE GENERALE","PARIS","SOGEFRPPMAD"
"SOCIETE GENERALE","PARIS","SOGEFRPPMLA"
"SOCIETE GENERALE","PARIS","SOGEFRPPMTL"
"SOCIETE GENERALE","PARIS","SOGEFRPPPSZ"
"SOCIETE GENERALE","PARIS","SOGEFRPPTOK"
"SOCIETE GENERALE","PARIS","SOGEFRPPACH"
"SOCIETE GENERALE","PARIS","SOGEFRPPCDE"
"SOCIETE GENERALE","PARIS","SOGEFRPPFVS"
"SOCIETE GENERALE","PARIS","SOGEFRP2"
"SOCIETE GENERALE","PARIS","SOGEFRPPINT"
"SOCIETE GENERALE","PARIS","SOGEFRPPEXO"
"SOCIETE GENERALE","PARIS","SOGEFRPPCEN"
"SOCIETE GENERALE","PARIS","SOGEFRPPCOP"
"SOCIETE GENERALE","PARIS","SOGEFRPPADB"
"SOCIETE GENERALE","PARIS","SOGEFRPPAFI"
"SOCIETE GENERALE","PARIS","SOGEFRPPAGI"
"SOCIETE GENERALE","PARIS","SOGEFRPPAG2"
"SOCIETE GENERALE","PARIS","SOGEFRPPBCK"
"SOCIETE GENERALE","PARIS","SOGEFRPPBMP"
"SOCIETE GENERALE","PARIS","SOGEFRPPINV"
"SOCIETE GENERALE","PARIS","SOGEFRPPSGS"
"SOCIETE GENERALE","PARIS","SOGEFRPPAFX"
"SOCIETE GENERALE","PARIS","SOGEFRPPEOM"
"SOCIETE GENERALE","PARIS","SOGEFRPPCLS"
"SOCIETE GENERALE","PARIS","SOGEFRPPADI"
"SOCIETE GENERALE","PARIS","SOGEFRPPEXT"
"SOCIETE GENERALE","PARIS","SOGEFRPPPEE"
"SOCIETE GENERALE","PARIS","SOGEFRPPFIN"
"SOCIETE GENERALE","PARIS","SOGEFRPPONE"
"SOCIETE GENERALE","PARIS","SOGEFRPPGSS"
"SOCIETE GENERALE","PARIS","SOGEFRPPLUX"
"SOCIETE GENERALE","PARIS","SOGEFRPPLDE"
"SOCIETE GENERALE","PARIS","SOGEFRPPIBL"
"SOCIETE GENERALE","PARIS","SOGEFRPPLMC"
"SOCIETE GENERALE","PARIS","SOGEFRPPLMD"
"SOCIETE GENERALE","PARIS","SOGEFRPPLMB"
"SOCIETE GENERALE","PARIS","SOGEFRPPLMA"
"SOCIETE GENERALE","PARIS","SOGEFRPPCBS"
"SOCIETE GENERALE","PARIS","SOGEFRPPAGY"
"SOCIETE GENERALE","PARIS","SOGEFRPPAOA"
"SOCIETE GENERALE","PARIS","SOGEFRPPOBA"
"SOCIETE GENERALE","PARIS","SOGEFRPPANB"
"SOCIETE GENERALE","PARIS","SOGEFRPPRRC"
"SOCIETE GENERALE","PARIS","SOGEFRPPABO"
"SOCIETE GENERALE","PARIS","SOGEFRPPBML"
"SOCIETE GENERALE","PARIS","SOGEFRPPAJC"
"SOCIETE GENERALE","PARIS","SOGEFRPPCTE"
"SOCIETE GENERALE","PARIS","SOGEFRPPBXC"
"SOCIETE GENERALE","PARIS","SOGEFRPPUCR"
"SOCIETE GENERALE","PARIS","SOGEFRPPBFD"
"SOCIETE GENERALE","PARIS","SOGEFRPPAED"
"SOCIETE GENERALE","PARIS","SOGEFRPPWLF"
"SOCIETE GENERALE","PARIS","SOGEFRPPAZF"
"SOCIETE GENERALE","PARIS","SOGEFRPPAUG"
"SOCIETE GENERALE","PARIS","SOGEFRPPGSG"
"SOCIETE GENERALE","PARIS","SOGEFRPPALG"
"SOCIETE GENERALE","PARIS","SOGEFRPPAGK"
"SOCIETE GENERALE","PARIS","SOGEFRPPBMA"
"SOCIETE GENERALE","PARIS","SOGEFRPPAKT"
"SOCIETE GENERALE","PARIS","SOGEFRPPFMA"
"SOCIETE GENERALE","PARIS","SOGEFRPPAMM"
"SOCIETE GENERALE","PARIS","SOGEFRPPLPC"
"SOCIETE GENERALE","PARIS","SOGEFRPPHPO"
"SOCIETE GENERALE","PARIS","SOGEFRPPKPA"
"SOCIETE GENERALE","PARIS","SOGEFRPPJLH"
"SOCIETE GENERALE","PARIS","SOGEFRPPRAS"
"SOCIETE GENERALE","PARIS","SOGEFRPPBKR"
"SOCIETE GENERALE","PARIS","SOGEFRPPRIG"
"SOCIETE GENERALE","PARIS","SOGEFRPPGSM"
"SOCIETE GENERALE","PARIS","SOGEFRPPAFS"
"SOCIETE GENERALE","PARIS","SOGEFRPPAPS"
"SOCIETE GENERALE","PARIS","SOGEFRPPAIS"
"SOCIETE GENERALE","PARIS","SOGEFRPPAXT"
"SOCIETE GENERALE","PARIS","SOGEFRPPPVL"
"SOCIETE GENERALE","PARIS","SOGEFRPPATV"
"SOCIETE GENERALE","PARIS","SOGEFRPPTVI"
"SOCIETE GENERALE","PARIS","SOGEFRPPBLG"
"SOCIETE GENERALE","PARIS","SOGEFRPPAAA"
"SOCIETE GENERALE","PARIS","SOGEFRPPACF"
"SOCIETE GENERALE","PARIS","SOGEFRPPSFX"
"SOCIETE GENERALE","PARIS","SOGEFRPPSGA"
"SOCIETE GENERALE","PARIS","SOGEFRPPCBV"
"SOCIETE GENERALE","PARIS","SOGEFRPPSGI"
"SOCIETE GENERALE","PARIS","SOGEFRPPBTC"
"SOCIETE GENERALE","PARIS","SOGEFRPPBTL"
"SOCIETE GENERALE","PARIS","SOGEFRPPFIP"
"SOCIETE GENERALE","PARIS","SOGEFRPPSGO"
"SOCIETE GENERALE","PARIS","SOGEFRPPLMT"
"SOCIETE GENERALE","PARIS","SOGEFRPPTCP"
"SOCIETE GENERALE","PARIS","SOGEFRPP"
"SOCIETE GENERALE","PAU","SOGEFRPPPAU"
"SOCIETE GENERALE","PERIGUEUX","SOGEFRPPPRX"
"SOCIETE GENERALE","PERPIGNAN","SOGEFRPPPPG"
"SOCIETE GENERALE","POISSY","SOGEFRPPPOI"
"SOCIETE GENERALE","POITIERS","SOGEFRPPPOT"
"SOCIETE GENERALE","PUTEAUX","SOGEFRPPSRP"
"SOCIETE GENERALE","PUTEAUX","SOGEFRPPPUB"
"SOCIETE GENERALE","PUTEAUX","SOGEFRPPHVT"
"SOCIETE GENERALE","QUIMPER","SOGEFRPPQMP"
"SOCIETE GENERALE","REIMS","SOGEFRPPRIM"
"SOCIETE GENERALE","RENNES","SOGEFRPPREN"
"SOCIETE GENERALE","ROANNE","SOGEFRPPRON"
"SOCIETE GENERALE","RODEZ","SOGEFRPPRDZ"
"SOCIETE GENERALE","ROUBAIX","SOGEFRPPROX"
"SOCIETE GENERALE","ROUEN","SOGEFRPPROE"
"SOCIETE GENERALE","RUEIL-MALMAISON","SOGEFRPPRUM"
"SOCIETE GENERALE","RUNGIS","SOGEFRPPRUH"
"SOCIETE GENERALE","SAINT MAUR DES FOSSES (LE PARC)","SOGEFRPPPSM"
"SOCIETE GENERALE","SAINT-BRIEUC","SOGEFRPPSTB"
"SOCIETE GENERALE","SAINT-DENIS","SOGEFRPPSAD"
"SOCIETE GENERALE","SAINT-DIE-DES-VOSGES","SOGEFRPPSTD"
"SOCIETE GENERALE","SAINT-DIZIER","SOGEFRPPSDZ"
"SOCIETE GENERALE","SAINT-ETIENNE","SOGEFRPPSAE"
"SOCIETE GENERALE","SAINT-ETIENNE","SOGEFRPPSTE"
"SOCIETE GENERALE","SAINT-GERMAIN-EN-LAYE","SOGEFRPPSGL"
"SOCIETE GENERALE","SAINT-LEU-LA-FORET","SOGEFRPPSLF"
"SOCIETE GENERALE","SAINT-LO","SOGEFRPPSTL"
"SOCIETE GENERALE","SAINT-MALO","SOGEFRPPSMR"
"SOCIETE GENERALE","SAINT-NAZAIRE","SOGEFRPPSTN"
"SOCIETE GENERALE","SAINT-OMER","SOGEFRPPSTO"
"SOCIETE GENERALE","SAINT-OUEN","SOGEFRPPSAO"
"SOCIETE GENERALE","SAINT-QUENTIN","SOGEFRPPSTQ"
"SOCIETE GENERALE","SAINT-QUENTIN-EN-YVELINES","SOGEFRPPSQY"
"SOCIETE GENERALE","SAINT-RAPHAEL","SOGEFRPPSTR"
"SOCIETE GENERALE","SAINTE-MAXIME","SOGEFRPPSTM"
"SOCIETE GENERALE","SALON-DE-PROVENCE","SOGEFRPPSDP"
"SOCIETE GENERALE","SANNOIS","SOGEFRPPSAN"
"SOCIETE GENERALE","SARTROUVILLE","SOGEFRPPSAT"
"SOCIETE GENERALE","SCEAUX","SOGEFRPPSCE"
"SOCIETE GENERALE","SENS","SOGEFRPPSEN"
"SOCIETE GENERALE","SETE","SOGEFRPPSET"
"SOCIETE GENERALE","SEVRES","SOGEFRPPSEV"
"SOCIETE GENERALE","SOISSONS","SOGEFRPPSOS"
"SOCIETE GENERALE","STRASBOURG","SOGEFRPPBRG"
"SOCIETE GENERALE","STRASBOURG","SOGEFRPPSTG"
"SOCIETE GENERALE","SURESNES","SOGEFRPPSUR"
"SOCIETE GENERALE","TARBES","SOGEFRPPTBS"
"SOCIETE GENERALE","THONON LES BAINS","SOGEFRPPTLB"
"SOCIETE GENERALE","TORCY","SOGEFRPPMLV"
"SOCIETE GENERALE","TOULON","SOGEFRPPTLN"
"SOCIETE GENERALE","TOULON","SOGEFRPPLAF"
"SOCIETE GENERALE","TOULOUSE","SOGEFRPPTLS"
"SOCIETE GENERALE","TOURCOING","SOGEFRPPTRG"
"SOCIETE GENERALE","TOURS","SOGEFRPPTOR"
"SOCIETE GENERALE","TROYES","SOGEFRPPTOY"
"SOCIETE GENERALE","VALENCE","SOGEFRPPVSR"
"SOCIETE GENERALE","VALENCIENNES","SOGEFRPPVAC"
"SOCIETE GENERALE","VANNES","SOGEFRPPVAN"
"SOCIETE GENERALE","VERNON","SOGEFRPPVER"
"SOCIETE GENERALE","VERSAILLES","SOGEFRPPVES"
"SOCIETE GENERALE","VICHY","SOGEFRPPVIC"
"SOCIETE GENERALE","VIERZON","SOGEFRPPVIZ"
"SOCIETE GENERALE","VILLEFRANCHE SUR SAONE","SOGEFRPPVSS"
"SOCIETE GENERALE","VILLENEUVE SUR LOT","SOGEFRPPVSL"
"SOCIETE GENERALE","VILLEPINTE","SOGEFRPPVPR"
"SOCIETE GENERALE","VILLEURBANNE","SOGEFRPPLYV"
"SOCIETE GENERALE","VINCENNES","SOGEFRPPVIN"
"SOCIETE GENERALE","VITROLLES","SOGEFRPPVTL"
"SOCIETE GENERALE","VOIRON","SOGEFRPPVOI"
"SOCIETE GENERALE FACTORING S.A.","SAINT DENIS","SGFFFRPP"
"SOCIETE GENERALE INSTANT PAYMENT","PARIS","SOGEFRPI"
"SOCIETE GENERALE SCF","PUTEAUX","GSCFFR22"
"SOCIETE GENERALE SCF","PUTEAUX","GSCFFR22HA2"
"SOCIETE GENERALE SCF","PUTEAUX","GSCFFR22HA1"
"SOCIETE GENERALE SFH","PARIS","GSFHFRPP"
"SOCIETE GENERALE SFH","PARIS","GSFHFRPPHA3"
"SOCIETE GENERALE SFH","PARIS","GSFHFRPPHA1"
"SOCIETE GENERALE SFH","PARIS","GSFHFRPPHA2"
"SOCIETE MARSEILLAISE DE CREDIT","AIX EN PROVENCE","SMCTFR2AAIX"
"SOCIETE MARSEILLAISE DE CREDIT","AVIGNON","SMCTFR2AAVI"
"SOCIETE MARSEILLAISE DE CREDIT","BEZIERS","SMCTFR2ABZR"
"SOCIETE MARSEILLAISE DE CREDIT","GRASSE","SMCTFR2AGRA"
"SOCIETE MARSEILLAISE DE CREDIT","MARSEILLE","SMCTFR2AMAR"
"SOCIETE MARSEILLAISE DE CREDIT","MARSEILLE","SMCTFR2A"
"SOCIETE MARSEILLAISE DE CREDIT","MONTPELLIER","SMCTFR2AMPL"
"SOCIETE MARSEILLAISE DE CREDIT","NICE","SMCTFR2ANIC"
"SOCIETE MARSEILLAISE DE CREDIT","NIMES","SMCTFR2ANIM"
"SOCIETE MARSEILLAISE DE CREDIT","ORANGE","SMCTFR2AORA"
"SOCIETE MARSEILLAISE DE CREDIT","PERPIGNAN","SMCTFR2APER"
"SOCIETE MARSEILLAISE DE CREDIT","SAINT-TROPEZ","SMCTFR2ASTP"
"SOCIETE MARSEILLAISE DE CREDIT","TOULON","SMCTFR2ATLN"
"SOCIETE MARSEILLAISE DE CREDIT","VALENCE","SMCTFR2AVAL"
"SOCOTEC GESTION SAS","GUYANCOURT","SGETFR22"
"SOCRAM BANQUE","NIORT","SORMFR2N"
"SODIAAL INTERNATIONAL","PARIS","SDALFRPP"
"SOFAX BANQUE","COURBEVOIE","SFAXFRPP"
"SOFAX BANQUE","PARIS","SFAXFRPPBDF"
"SOFIPROTEOL","PARIS","SOFRFRPP"
"SOGEA-SATOM","RUEIL MALMAISON","AFDOFR22"
"SOGECLAIR S.A.","BLAGNAC","SGAIFR22"
"SOITEC SA","BERNIN","SOECFR22"
"SOLETANCHE FREYSSINET","RUEIL MALMAISON","SOLFFR22"
"SOLOCAL GROUP","BOULOGNE BILLANCOURT","PAJAFR2S"
"SOMFY S.A.","CLUSES","SOMYFR22"
"SONEPAR SA","PARIS","SONRFRPP"
"SOPRA STERIA GROUP","ANNECY","STERFR22"
"SOPROFEN S.A.S.","MERTZWILLER","SRSAFR2M"
"SPHERE S.A.","PARIS","SHHRFRPP"
"ST DUPONT","PARIS","STDPFRPP"
"STATE STREET BANK INTERNATIONAL GMBH - PARIS BRANCH","PARIS","SBOSFRP2CTA"
"STATE STREET BANK INTERNATIONAL GMBH - PARIS BRANCH","PARIS","SBOSFRP2"
"STEELCASE SAS","STRASBOURG","SCSSFR22"
"STEF TFE","PARIS","TFEXFRPP"
"STET SAS","LA DEFENSE CEDEX","STTSFRP2"
"STET SAS","PARIS","STTSFRPP"
"SUEZ S.A.","COURBEVOIE","SUEZFRPP"
